dc23f97b639f3c9dfb2c2c96788769a6a5bb1750,209
5137c9d730f4075efa4886361f11252ae21bd786,242
d98616fcb27d0b2ad694376e1902d0b979b550a9,241
8b8b7a2192d793d6258b48052c1a9ec86a84678f,244
09a7b29997d75e459e5e0f7c92f8410019e412ed,244
3d1599da5dfaf5aac6f9cc014c5097e39a9a80f0,244
079c23e529d9c71b4fd4615d403a0d054afb4eef,244
5701d263118c48eb344e8d2e6795e8339b04d386,243
55e0f5359f101ec6091e59af16ccbbde40712a0f,242
4028e4545ef5bbc06a2ed1776c93ab6534549fe4,242
ca6c4476f10321ed3552343cc3d37239a6346e9d,242
3ec0bcd082e6c54cd4613b24222e5824606088f3,242
bf2fd9ef01ebea0c9bf573f624d60a75ffeee525,242
a7d7df0c36b6dfcdcf8cec8b3cf6ca4b34b968d8,242
8d1986dce65cb32bdce33a6c4c176e62845f0248,242
662eb7162edbfebacca1627bfd4422646a932faa,242
78d8002a420cdefeea657cc2c8955312af222355,-244.0
c5d037d8d5669b8546f376726614d3efa8047093,244
a0ccb2395c17eba196071ebbb7e48d4b05291282,-244
9570db9e04543160b50312daa898d17903fb48b6,204.0
d43ff791e121fc09c1462b3dca9b4315684a57b0,203
07e7b80d962afe64ee382972136dca9fc7b7c8f2,202
2bbed3d8b4830bf177ce79aea9af3420431f2a7e,205
8b68c60b5773fcc768c0381e9c39b1eec6db754c,205
7ed13c98bb48a71120d8bbd7ff0e461d05923c33,205
f915cc82df988aa735ba216bc13c8daac1a83423,205
de15cc52887634a24b52834cf7a648b386b50434,204
516846d9aa4d91215c9ce4ac67ee4f89a291e5b8,203
f7433595a52218594e14d4347d3977bc10e101f9,203
25e6a06cd377df59fe1fe3f2f7c0f9bb80b59c4c,203
e8aadc770c3aa2fdee5b7c03e69353e2eff85333,203
a0bdbdcdf159fce37a3351b4bbe3df44102b21a7,203
79d6d4b48add2c63fc604d96107cbab99750ebd5,203
b222a9ccd99597b11f35aaa62271beba580358a1,203
0a66cd2453d2611da2d3fe1324a304fe6f734afd,203
741c66e6d42cb20110aed7a498c48393a6ddbf74,-205
6361e4ea315459dd29d31419b7e815b7b7314fdf,205
1dedeb1628baee0ece1d0fdfe14911fd2b1b5898,-205
d0c58144f9697141ef696abefd4eab7bda4c8520,205
3e37e9704ccd8f9f8f53af026fdf3c77f3c2cb8c,-205
22180d9c900b799fded454daaa7ce19d723cb36c,213
ca0f4d21e754fd38e8f6b798d78ee6363a0f6601,-213
45d50330a5a86d8a2b1b5e4ef8a4fed8fd225571,210
9ebffecd1565e0f943a5d52dff53e3be9f738f77,-210
459f2294de3cb775ec9d8159003635c5dfad7aae,208
26e067859640b39d140bd04840b38e26c9789d62,-208
25e837689f2bb7078c52f8c2047415f37cc07bb5,208
5bf8bf800c75a4cfd9e745bf8d04b224aed1933f,-208
4738241d00df07fea734562242edcaf54ea3f36d,210
d24c5d747f9e49063d5287f1140e9bd60415d559,-210
74d4586a1472faf28992734ca35baa75e5908994,210
a1cb4938df464c7a27e020534ff909cb8913cf9e,-210
15ec01002c00b6429eb23a52ac457686ad2a1b5d,208
bb91bb7e1c3cd8334ca07ae6bc404f56dc2eac98,-208
857a0c06f84355242422c92032466c338389dd8c,209
adb59327f44cc770de68ff2222040480b4219820,-209
b4ee39e14eb11fa242c34f5a091dd057abab4734,209
66e7c29dfd45045bf2598f0936d69ae3ea3566d8,-209
181cdab4cbb0e35bad6736536afd045e47ecbfe4,205
56124ab36805b787f064bfbe8bab19d4eea9f4ad,248
52fc91952aedf59456cc243e08921d4c37a0b2e0,248
9ab7a8bf0683d04bc891baeb13dbdb1b608dbbe4,247
58006661ee077ff1ea60208b08d020042bbf0917,246
7527fc9de1fc78e3d2f85341772a0b1c1e1534ab,246
81d5e192b54af89088f87c476ee8394cb575e431,246
15009e6a446b6cb29121c072495b16657619196c,246
478d259a5361507abff57166920dc32d45c02d8b,246
28cc6d0906e9b3916cb9ed63433a7e30d9a040f6,246
36953bb9f9f9a784f7c0f3f69dcec1897fc5d062,-248
91225e0e1799045c2a4cef9d4b98e42527e278df,244
912bb976acbb836210b8d6efae45ab31de03241a,248
4dd4a5be21d5b2fad00e5256bc6f565ba598815c,-248
4f59e94dc9497a0ab482a19d1f6f4af455a12f91,209
3c94f647ca3ce4f1835722ad8fb8c6d6a6fd17bd,209
c3f1241868e78ed3ac326e495fcd61aa74093e13,208
3d8b067471cda5e191713ba840875f0ac76ec6bc,207
45426efcd5ee42a65237587c944be1c347c7a330,207
92c3de2e937e5b467ab49b33e390eb7bb5033d7b,207
9189156a091b8207952e31a2d2ac51d493c71c8a,207
ee450a37485c51ebfe53c1a2645db73364163c2b,207
b343b8d8b4284cc3d61086f343f07f404e733fa8,207
0b9ebcab334b7b18936ad5956048bc228b339f30,-209
0b9d31ca3c10498e8ad471b94a654689c11c4086,205
f6ec8a0868a495ec60417d310e219b775aa3ef0f,209
0b72ae05319a5f1f08c35c350c1779a5b8ec1a8b,-209
e439eb6b1e49928939c34a1cbb5ab9103ed8bb33,205
cd1282d26ffdb4b054f731ba71015666771eb1d5,209
e7093773f6cf647754167fe5a2e6781c307219f8,-209
98a7c222e50ab538ae15287319a2055b62fbb5be,213
0bce9144cc5dce705f8c2e15549787154b28b8df,-213
b390db3376c086440641c7c91b3fc219d266add5,210
d159e6d26efaff41bbe1046ed7bfb43e7f86c567,-210
d333f6dbb03b1bf8c49ba20d0afba689d5e2cfb8,208
8c3e6d4b78fba477df1ffce021e367f1071ed112,212
e975bbbec431f14a25ad64b7427b62a16d4e592d,-212
a5b256e4340b8d8c113907d0a2a18f92c880678c,208
f837004c790b7a33916e1bc255c861c65cd79f9a,212
bddc1aa21ebf2b9a8e06ab904490213246650de2,-212
7c130890b8629a0985dad8e6e3d47d5d8415a7f1,210
58f594ab21ff6981e86d617d529b793dcbdc9bbd,-210
69504d491bc6aafcebe66fdff147e2f56d2d7bd2,210
a4e083c1e8cbc072bc627c163e9f095491c05aad,-210
5e342c5a0668c7344684c38d34f9dfa2bc02e4ad,208
794990ee2eb987a9f40ba6fa2f3e395afb465dde,212
c1b632b6676c5e361d145b4619fe0243ea8adb31,-212
4eae3340968ff4afde107f26776ec149b19471ed,209
5639b2f22516606444de27e92b621ff75aa7c856,-209
2d73c696838c21e10b0c2bc0834283e7c0021254,209
e54cd1e45364f3185bbb6fb5461a73856869e78d,-209
1b113fbae015bc4b5cea94b6fa9d7bb20ecacea0,209
0acb5b1170d5f6ed4b9d1dca887fe4770c3928d5,246
959f1c22e312e394156c675deddcd0db293a84f9,248
a85abac1744479516e88f103d18c3d76d09a544b,248
a7b59adbce1dbcfb23c02f7e1c5d9dfa6250f83e,247
8a2a4e82b442035814c6f767f4d36c74a3c3b169,246
a100c6c8036eee1c283e758185cb13859f9a043c,246
